Experiment GCC Experiment Variations
Main experiment variations for ideology, 30 runs..
Experiment started 2014-05-02 224008

######################################################
Experiment Defaults:
                          setNumOfIssues :,  	75
                 setNumOfRepresentatives :,  	100
                setSatisfactionThreshold :,  	0.675
Experiment Parameter Variations:
                 setUnaffiliatedFraction :,  	[0.05, 0.25, 0.5, 0.75]
                        setGreenFraction :,  	[0.5, 0.75, 0.9]
                       setIdeologyIssues :,  	[10, 7, 5]
######################################################
*********************Job Settings*********************
                 setUnaffiliatedFraction :	,0.05
                        setGreenFraction :	,0.5
                       setIdeologyIssues :	,10
 job ID, setUnaffiliatedFraction, setGreenFraction, setIdeologyIssues, proposals, laws count, provisions, satisfaction, total change
 17,                 0.25,                  0.9,                    7,200.00,7.00,39.00,0.6800,0.0000
 17,                 0.25,                  0.9,                    7,200.00,8.00,58.00,0.6825,0.1250
 17,                 0.25,                  0.9,                    7,200.00,6.00,49.00,0.6963,0.0833
 17,                 0.25,                  0.9,                    7,200.00,8.00,47.00,0.7002,0.0000
 17,                 0.25,                  0.9,                    7,200.00,6.00,27.00,0.7237,0.0000
 17,                 0.25,                  0.9,                    7,200.00,4.00,40.00,0.6826,0.1250
 17,                 0.25,                  0.9,                    7,200.00,5.00,35.00,0.7173,0.0625
 17,                 0.25,                  0.9,                    7,200.00,7.00,42.00,0.6873,0.0089
 17,                 0.25,                  0.9,                    7,200.00,6.00,29.00,0.7398,0.0000
 17,                 0.25,                  0.9,                    7,200.00,7.00,55.00,0.6830,0.0714
 17,                 0.25,                  0.9,                    7,200.00,7.00,37.00,0.7038,0.0357
 17,                 0.25,                  0.9,                    7,200.00,6.00,57.00,0.6690,0.2292
 17,                 0.25,                  0.9,                    7,200.00,5.00,41.00,0.6940,0.1000
 17,                 0.25,                  0.9,                    7,200.00,7.00,44.00,0.7045,0.0089
averages: ,                 0.25,                  0.9,                    7,200.00,6.33,42.33,0.6985,0.0664
standard deviations: ,                 0.25,                  0.9,                    7,0.00,1.07,9.16,0.0184,0.0665
*********************Job Settings*********************
                 setUnaffiliatedFraction :	,0.25
                        setGreenFraction :	,0.9
                       setIdeologyIssues :	,5
 job ID, setUnaffiliatedFraction, setGreenFraction, setIdeologyIssues, proposals, laws count, provisions, satisfaction, total change
 18,                 0.25,                  0.9,                    5,200.00,4.00,31.00,0.6775,0.0469
 18,                 0.25,                  0.9,                    5,200.00,6.00,42.00,0.6673,0.0208
 18,                 0.25,                  0.9,                    5,200.00,7.00,34.00,0.6689,0.0446
 18,                 0.25,                  0.9,                    5,200.00,4.00,27.00,0.6545,0.0625
 18,                 0.25,                  0.9,                    5,200.00,2.00,33.00,0.6751,0.2500
 18,                 0.25,                  0.9,                    5,200.00,4.00,24.00,0.6993,0.0000
 18,                 0.25,                  0.9,                    5,200.00,6.00,20.00,0.7481,0.1042
 18,                 0.25,                  0.9,                    5,200.00,6.00,28.00,0.6993,0.0000
 18,                 0.25,                  0.9,                    5,200.00,5.00,31.00,0.6731,0.2125
 18,                 0.25,                  0.9,                    5,200.00,4.00,34.00,0.6829,0.0000
 18,                 0.25,                  0.9,                    5,200.00,6.00,26.00,0.6767,0.0208
 18,                 0.25,                  0.9,                    5,200.00,6.00,19.00,0.7310,0.0000
 18,                 0.25,                  0.9,                    5,200.00,6.00,36.00,0.6775,0.0833
 18,                 0.25,                  0.9,                    5,200.00,4.00,39.00,0.6611,0.1875
 18,                 0.25,                  0.9,                    5,200.00,3.00,41.00,0.6646,0.0208
averages: ,                 0.25,                  0.9,                    5,200.00,4.87,31.00,0.6838,0.0703
standard deviations: ,                 0.25,                  0.9,                    5,0.00,1.36,6.81,0.0250,0.0800
*********************Job Settings*********************
                 setUnaffiliatedFraction :	,0.5
                        setGreenFraction :	,0.5
                       setIdeologyIssues :	,10
 job ID, setUnaffiliatedFraction, setGreenFraction, setIdeologyIssues, proposals, laws count, provisions, satisfaction, total change
 19,                  0.5,                  0.5,                   10,200.00,2.00,8.00,0.6798,0.0000
 19,                  0.5,                  0.5,                   10,200.00,1.00,14.00,0.6717,0.0000
 19,                  0.5,                  0.5,                   10,200.00,2.00,9.00,0.6776,0.1250
 19,                  0.5,                  0.5,                   10,200.00,1.00,1.00,0.5487,0.0000
 19,                  0.5,                  0.5,                   10,200.00,2.00,24.00,0.6599,0.0000
 19,                  0.5,                  0.5,                   10,200.00,3.00,32.00,0.6531,0.1250
 19,                  0.5,                  0.5,                   10,200.00,3.00,20.00,0.6624,0.0000
 19,                  0.5,                  0.5,                   10,200.00,4.00,42.00,0.6556,0.0312
 19,                  0.5,                  0.5,                   10,200.00,2.00,17.00,0.6844,0.0625
 19,                  0.5,                  0.5,                   10,200.00,1.00,6.00,0.6776,0.0000
 19,                  0.5,                  0.5,                   10,200.00,2.00,22.00,0.6647,0.0938
 19,                  0.5,                  0.5,                   10,200.00,3.00,26.00,0.6659,0.0833
 19,                  0.5,                  0.5,                   10,200.00,4.00,44.00,0.6635,0.0156
 19,                  0.5,                  0.5,                   10,200.00,2.00,13.00,0.6608,0.0000
 19,                  0.5,                  0.5,                   10,200.00,1.00,10.00,0.6505,0.0000
averages: ,                  0.5,                  0.5,                   10,200.00,2.20,19.20,0.6584,0.0358
standard deviations: ,                  0.5,                  0.5,                   10,0.00,0.98,12.29,0.0309,0.0469
*********************Job Settings*********************
                 setUnaffiliatedFraction :	,0.5
                        setGreenFraction :	,0.5
                       setIdeologyIssues :	,7
 job ID, setUnaffiliatedFraction, setGreenFraction, setIdeologyIssues, proposals, laws count, provisions, satisfaction, total change
 20,                  0.5,                  0.5,                    7,200.00,1.00,5.00,0.6717,0.0000
 20,                  0.5,                  0.5,                    7,200.00,0.00,0.00,0.0000,0.0000
 20,                  0.5,                  0.5,                    7,200.00,0.00,0.00,0.0000,0.0000
 20,                  0.5,                  0.5,                    7,200.00,1.00,7.00,0.6480,0.1250
 20,                  0.5,                  0.5,                    7,200.00,2.00,11.00,0.6610,0.1250
 20,                  0.5,                  0.5,                    7,200.00,0.00,0.00,0.0000,0.0000
 20,                  0.5,                  0.5,                    7,200.00,2.00,20.00,0.6563,0.0625
 20,                  0.5,                  0.5,                    7,200.00,0.00,0.00,0.0000,0.0000
 20,                  0.5,                  0.5,                    7,200.00,1.00,3.00,0.6050,0.0000
 20,                  0.5,                  0.5,                    7,200.00,0.00,0.00,0.0000,0.0000
 20,                  0.5,                  0.5,                    7,200.00,1.00,8.00,0.6623,0.0000
 20,                  0.5,                  0.5,                    7,200.00,1.00,8.00,0.6529,0.2500
 20,                  0.5,                  0.5,                    7,200.00,2.00,13.00,0.6454,0.0625
 20,                  0.5,                  0.5,                    7,200.00,2.00,7.00,0.6809,0.0000
 20,                  0.5,                  0.5,                    7,200.00,2.00,8.00,0.6662,0.0625
averages: ,                  0.5,                  0.5,                    7,200.00,1.00,6.00,0.4367,0.0458
standard deviations: ,                  0.5,                  0.5,                    7,0.00,0.82,5.62,0.3092,0.0702
*********************Job Settings*********************
                 setUnaffiliatedFraction :	,0.5
                        setGreenFraction :	,0.5
                       setIdeologyIssues :	,5
 job ID, setUnaffiliatedFraction, setGreenFraction, setIdeologyIssues, proposals, laws count, provisions, satisfaction, total change
 21,                  0.5,                  0.5,                    5,200.00,0.00,0.00,0.0000,0.0000
 21,                  0.5,                  0.5,                    5,200.00,0.00,0.00,0.0000,0.0000
 21,                  0.5,                  0.5,                    5,200.00,1.00,3.00,0.6588,0.0000
 21,                  0.5,                  0.5,                    5,200.00,0.00,0.00,0.0000,0.0000
 21,                  0.5,                  0.5,                    5,200.00,1.00,7.00,0.6424,0.0000
 21,                  0.5,                  0.5,                    5,200.00,0.00,0.00,0.0000,0.0000
 21,                  0.5,                  0.5,                    5,200.00,0.00,0.00,0.0000,0.0000
 21,                  0.5,                  0.5,                    5,200.00,0.00,0.00,0.0000,0.0000
 21,                  0.5,                  0.5,                    5,200.00,2.00,3.00,0.6845,0.0000
 21,                  0.5,                  0.5,                    5,200.00,0.00,0.00,0.0000,0.0000
 21,                  0.5,                  0.5,                    5,200.00,0.00,0.00,0.0000,0.0000
 21,                  0.5,                  0.5,                    5,200.00,0.00,0.00,0.0000,0.0000
 21,                  0.5,                  0.5,                    5,200.00,1.00,4.00,0.6696,0.0000
 21,                  0.5,                  0.5,                    5,200.00,1.00,2.00,0.7166,0.0000
 21,                  0.5,                  0.5,                    5,200.00,0.00,0.00,0.0000,0.0000
averages: ,                  0.5,                  0.5,                    5,200.00,0.40,1.27,0.2248,0.0000
standard deviations: ,                  0.5,                  0.5,                    5,0.00,0.61,2.05,0.3182,0.0000
*********************Job Settings*********************
                 setUnaffiliatedFraction :	,0.5
                        setGreenFraction :	,0.75
                       setIdeologyIssues :	,10
 job ID, setUnaffiliatedFraction, setGreenFraction, setIdeologyIssues, proposals, laws count, provisions, satisfaction, total change
 22,                  0.5,                 0.75,                   10,200.00,2.00,14.00,0.6885,0.0938
 22,                  0.5,                 0.75,                   10,200.00,4.00,13.00,0.6771,0.0469
 22,                  0.5,                 0.75,                   10,200.00,7.00,31.00,0.6890,0.0714
 22,                  0.5,                 0.75,                   10,200.00,4.00,18.00,0.6738,0.0000
 22,                  0.5,                 0.75,                   10,200.00,5.00,16.00,0.6742,0.0250
 22,                  0.5,                 0.75,                   10,200.00,6.00,32.00,0.6674,0.0208
 22,                  0.5,                 0.75,                   10,200.00,7.00,33.00,0.6831,0.0000
 22,                  0.5,                 0.75,                   10,200.00,7.00,37.00,0.6531,0.0000
 22,                  0.5,                 0.75,                   10,200.00,6.00,27.00,0.6732,0.0000
 22,                  0.5,                 0.75,                   10,200.00,5.00,17.00,0.6785,0.0375
 22,                  0.5,                 0.75,                   10,200.00,5.00,23.00,0.6561,0.0500
 22,                  0.5,                 0.75,                   10,200.00,4.00,20.00,0.6640,0.1250
 22,                  0.5,                 0.75,                   10,200.00,6.00,26.00,0.6793,0.0000
 22,                  0.5,                 0.75,                   10,200.00,5.00,23.00,0.6585,0.0000
 22,                  0.5,                 0.75,                   10,200.00,6.00,22.00,0.6862,0.0000
averages: ,                  0.5,                 0.75,                   10,200.00,5.27,23.47,0.6735,0.0314
standard deviations: ,                  0.5,                 0.75,                   10,0.00,1.34,7.14,0.0111,0.0382
*********************Job Settings*********************
                 setUnaffiliatedFraction :	,0.5
                        setGreenFraction :	,0.75
                       setIdeologyIssues :	,7
 job ID, setUnaffiliatedFraction, setGreenFraction, setIdeologyIssues, proposals, laws count, provisions, satisfaction, total change
 23,                  0.5,                 0.75,                    7,200.00,4.00,10.00,0.6572,0.0000
 23,                  0.5,                 0.75,                    7,200.00,3.00,25.00,0.6659,0.0417
 23,                  0.5,                 0.75,                    7,200.00,5.00,15.00,0.6701,0.0000
 23,                  0.5,                 0.75,                    7,200.00,5.00,23.00,0.6569,0.0000
 23,                  0.5,                 0.75,                    7,200.00,5.00,14.00,0.6626,0.0000
 23,                  0.5,                 0.75,                    7,200.00,5.00,25.00,0.6767,0.0000
 23,                  0.5,                 0.75,                    7,200.00,5.00,21.00,0.6452,0.0875
 23,                  0.5,                 0.75,                    7,200.00,3.00,7.00,0.6409,0.0000
 23,                  0.5,                 0.75,                    7,200.00,5.00,16.00,0.6730,0.0000
 23,                  0.5,                 0.75,                    7,200.00,6.00,20.00,0.6517,0.0833
 23,                  0.5,                 0.75,                    7,200.00,5.00,19.00,0.6373,0.0000
 23,                  0.5,                 0.75,                    7,200.00,3.00,12.00,0.6994,0.0417
 23,                  0.5,                 0.75,                    7,200.00,4.00,16.00,0.6559,0.0000
 23,                  0.5,                 0.75,                    7,200.00,3.00,6.00,0.6501,0.0000
 23,                  0.5,                 0.75,                    7,200.00,5.00,18.00,0.6522,0.0000
averages: ,                  0.5,                 0.75,                    7,200.00,4.40,16.47,0.6597,0.0169
standard deviations: ,                  0.5,                 0.75,                    7,0.00,0.95,5.77,0.0153,0.0303
*********************Job Settings*********************
                 setUnaffiliatedFraction :	,0.5
                        setGreenFraction :	,0.75
                       setIdeologyIssues :	,5
 job ID, setUnaffiliatedFraction, setGreenFraction, setIdeologyIssues, proposals, laws count, provisions, satisfaction, total change
 24,                  0.5,                 0.75,                    5,200.00,4.00,7.00,0.6482,0.0000
 24,                  0.5,                 0.75,                    5,200.00,4.00,8.00,0.6414,0.0000
 24,                  0.5,                 0.75,                    5,200.00,2.00,4.00,0.6392,0.0000
 24,                  0.5,                 0.75,                    5,200.00,3.00,5.00,0.6722,0.0000
 24,                  0.5,                 0.75,                    5,200.00,4.00,7.00,0.6563,0.0000
 24,                  0.5,                 0.75,                    5,200.00,3.00,7.00,0.6444,0.0000
 24,                  0.5,                 0.75,                    5,200.00,3.00,13.00,0.6661,0.0000
 24,                  0.5,                 0.75,                    5,200.00,3.00,7.00,0.6091,0.0000
 24,                  0.5,                 0.75,                    5,200.00,2.00,5.00,0.6346,0.0000
 24,                  0.5,                 0.75,                    5,200.00,4.00,10.00,0.6497,0.0000
 24,                  0.5,                 0.75,                    5,200.00,3.00,5.00,0.6653,0.0000
 24,                  0.5,                 0.75,                    5,200.00,4.00,7.00,0.6645,0.0000
 24,                  0.5,                 0.75,                    5,200.00,2.00,3.00,0.6679,0.0000
 24,                  0.5,                 0.75,                    5,200.00,3.00,14.00,0.6597,0.0833
 24,                  0.5,                 0.75,                    5,200.00,3.00,10.00,0.6540,0.0000
averages: ,                  0.5,                 0.75,                    5,200.00,3.13,7.47,0.6515,0.0056
standard deviations: ,                  0.5,                 0.75,                    5,0.00,0.72,3.03,0.0158,0.0208
*********************Job Settings*********************
                 setUnaffiliatedFraction :	,0.5
                        setGreenFraction :	,0.9
                       setIdeologyIssues :	,10
 job ID, setUnaffiliatedFraction, setGreenFraction, setIdeologyIssues, proposals, laws count, provisions, satisfaction, total change
 25,                  0.5,                  0.9,                   10,200.00,7.00,34.00,0.6808,0.0179
 25,                  0.5,                  0.9,                   10,200.00,5.00,35.00,0.6551,0.0875
 25,                  0.5,                  0.9,                   10,200.00,8.00,39.00,0.6715,0.0703
 25,                  0.5,                  0.9,                   10,200.00,6.00,30.00,0.6684,0.0104
 25,                  0.5,                  0.9,                   10,200.00,6.00,37.00,0.6668,0.0208
 25,                  0.5,                  0.9,                   10,200.00,6.00,46.00,0.6840,0.0208
 25,                  0.5,                  0.9,                   10,200.00,7.00,21.00,0.7061,0.0000
 25,                  0.5,                  0.9,                   10,200.00,6.00,30.00,0.6875,0.0000
 25,                  0.5,                  0.9,                   10,200.00,6.00,39.00,0.6905,0.0833
 25,                  0.5,                  0.9,                   10,200.00,7.00,38.00,0.6884,0.0268
 25,                  0.5,                  0.9,                   10,200.00,7.00,38.00,0.6670,0.0000
 25,                  0.5,                  0.9,                   10,200.00,10.00,61.00,0.6721,0.0625
 25,                  0.5,                  0.9,                   10,200.00,7.00,27.00,0.6920,0.0000
 25,                  0.5,                  0.9,                   10,200.00,8.00,55.00,0.6624,0.1172
 25,                  0.5,                  0.9,                   10,200.00,9.00,45.00,0.6765,0.0278
averages: ,                  0.5,                  0.9,                   10,200.00,7.00,38.33,0.6779,0.0364
standard deviations: ,                  0.5,                  0.9,                   10,0.00,1.26,9.98,0.0131,0.0366
*********************Job Settings*********************
                 setUnaffiliatedFraction :	,0.5
                        setGreenFraction :	,0.9
                       setIdeologyIssues :	,7
 job ID, setUnaffiliatedFraction, setGreenFraction, setIdeologyIssues, proposals, laws count, provisions, satisfaction, total change
 26,                  0.5,                  0.9,                    7,200.00,5.00,28.00,0.6596,0.1000
 26,                  0.5,                  0.9,                    7,200.00,4.00,24.00,0.6669,0.0625
 26,                  0.5,                  0.9,                    7,200.00,5.00,26.00,0.6790,0.0000
 26,                  0.5,                  0.9,                    7,200.00,6.00,38.00,0.6504,0.0208
 26,                  0.5,                  0.9,                    7,200.00,6.00,32.00,0.6633,0.1042
 26,                  0.5,                  0.9,                    7,200.00,5.00,39.00,0.6604,0.0250
 26,                  0.5,                  0.9,                    7,200.00,4.00,13.00,0.7029,0.0000
 26,                  0.5,                  0.9,                    7,200.00,4.00,22.00,0.6779,0.2500
 26,                  0.5,                  0.9,                    7,200.00,5.00,24.00,0.6634,0.2000
 26,                  0.5,                  0.9,                    7,200.00,4.00,28.00,0.6789,0.0156
 26,                  0.5,                  0.9,                    7,200.00,7.00,27.00,0.6844,0.0000
 26,                  0.5,                  0.9,                    7,200.00,8.00,21.00,0.6882,0.0078
 26,                  0.5,                  0.9,                    7,200.00,5.00,17.00,0.6828,0.1250
 26,                  0.5,                  0.9,                    7,200.00,5.00,18.00,0.7151,0.0000
 26,                  0.5,                  0.9,                    7,200.00,4.00,22.00,0.6632,0.1250
averages: ,                  0.5,                  0.9,                    7,200.00,5.13,25.27,0.6758,0.0691
standard deviations: ,                  0.5,                  0.9,                    7,0.00,1.15,6.97,0.0169,0.0767
*********************Job Settings*********************
                 setUnaffiliatedFraction :	,0.5
                        setGreenFraction :	,0.9
                       setIdeologyIssues :	,5
 job ID, setUnaffiliatedFraction, setGreenFraction, setIdeologyIssues, proposals, laws count, provisions, satisfaction, total change
 27,                  0.5,                  0.9,                    5,200.00,4.00,15.00,0.6860,0.0000
 27,                  0.5,                  0.9,                    5,200.00,2.00,23.00,0.6442,0.3125
 27,                  0.5,                  0.9,                    5,200.00,6.00,16.00,0.6704,0.0833
 27,                  0.5,                  0.9,                    5,200.00,4.00,8.00,0.7028,0.0000
 27,                  0.5,                  0.9,                    5,200.00,4.00,10.00,0.6801,0.0000
 27,                  0.5,                  0.9,                    5,200.00,4.00,21.00,0.6592,0.0625
 27,                  0.5,                  0.9,                    5,200.00,5.00,23.00,0.6520,0.1375
 27,                  0.5,                  0.9,                    5,200.00,5.00,20.00,0.6784,0.1000
 27,                  0.5,                  0.9,                    5,200.00,4.00,12.00,0.6919,0.0000
 27,                  0.5,                  0.9,                    5,200.00,5.00,18.00,0.6700,0.0125
 27,                  0.5,                  0.9,                    5,200.00,3.00,15.00,0.6588,0.0000
 27,                  0.5,                  0.9,                    5,200.00,4.00,12.00,0.6977,0.0000
 27,                  0.5,                  0.9,                    5,200.00,4.00,10.00,0.6922,0.1250
 27,                  0.5,                  0.9,                    5,200.00,4.00,8.00,0.6942,0.0312
 27,                  0.5,                  0.9,                    5,200.00,6.00,13.00,0.6863,0.0000
averages: ,                  0.5,                  0.9,                    5,200.00,4.27,14.93,0.6776,0.0576
standard deviations: ,                  0.5,                  0.9,                    5,0.00,1.00,4.96,0.0172,0.0834
*********************Job Settings*********************
                 setUnaffiliatedFraction :	,0.75
                        setGreenFraction :	,0.5
                       setIdeologyIssues :	,10
 job ID, setUnaffiliatedFraction, setGreenFraction, setIdeologyIssues, proposals, laws count, provisions, satisfaction, total change
 28,                 0.75,                  0.5,                   10,200.00,0.00,0.00,0.0000,0.0000
 28,                 0.75,                  0.5,                   10,200.00,0.00,0.00,0.0000,0.0000
 28,                 0.75,                  0.5,                   10,200.00,0.00,0.00,0.0000,0.0000
 28,                 0.75,                  0.5,                   10,200.00,0.00,0.00,0.0000,0.0000
 28,                 0.75,                  0.5,                   10,200.00,0.00,0.00,0.0000,0.0000
 28,                 0.75,                  0.5,                   10,200.00,0.00,0.00,0.0000,0.0000
 28,                 0.75,                  0.5,                   10,200.00,0.00,0.00,0.0000,0.0000
 28,                 0.75,                  0.5,                   10,200.00,0.00,0.00,0.0000,0.0000
 28,                 0.75,                  0.5,                   10,200.00,0.00,0.00,0.0000,0.0000
 28,                 0.75,                  0.5,                   10,200.00,0.00,0.00,0.0000,0.0000
 28,                 0.75,                  0.5,                   10,200.00,0.00,0.00,0.0000,0.0000
 28,                 0.75,                  0.5,                   10,200.00,0.00,0.00,0.0000,0.0000
 28,                 0.75,                  0.5,                   10,200.00,0.00,0.00,0.0000,0.0000
 28,                 0.75,                  0.5,                   10,200.00,0.00,0.00,0.0000,0.0000
 28,                 0.75,                  0.5,                   10,200.00,0.00,0.00,0.0000,0.0000
averages: ,                 0.75,                  0.5,                   10,200.00,0.00,0.00,0.0000,0.0000
standard deviations: ,                 0.75,                  0.5,                   10,0.00,0.00,0.00,0.0000,0.0000
*********************Job Settings*********************
                 setUnaffiliatedFraction :	,0.75
                        setGreenFraction :	,0.5
                       setIdeologyIssues :	,7
 job ID, setUnaffiliatedFraction, setGreenFraction, setIdeologyIssues, proposals, laws count, provisions, satisfaction, total change
 29,                 0.75,                  0.5,                    7,200.00,0.00,0.00,0.0000,0.0000
 29,                 0.75,                  0.5,                    7,200.00,0.00,0.00,0.0000,0.0000
 29,                 0.75,                  0.5,                    7,200.00,0.00,0.00,0.0000,0.0000
 29,                 0.75,                  0.5,                    7,200.00,0.00,0.00,0.0000,0.0000
 29,                 0.75,                  0.5,                    7,200.00,0.00,0.00,0.0000,0.0000
 29,                 0.75,                  0.5,                    7,200.00,0.00,0.00,0.0000,0.0000
 29,                 0.75,                  0.5,                    7,200.00,0.00,0.00,0.0000,0.0000
 29,                 0.75,                  0.5,                    7,200.00,0.00,0.00,0.0000,0.0000
 29,                 0.75,                  0.5,                    7,200.00,1.00,2.00,0.6471,0.0625
 29,                 0.75,                  0.5,                    7,200.00,1.00,1.00,0.5844,0.0000
 29,                 0.75,                  0.5,                    7,200.00,0.00,0.00,0.0000,0.0000
 29,                 0.75,                  0.5,                    7,200.00,1.00,1.00,0.6269,0.0000
 29,                 0.75,                  0.5,                    7,200.00,0.00,0.00,0.0000,0.0000
 29,                 0.75,                  0.5,                    7,200.00,0.00,0.00,0.0000,0.0000
 29,                 0.75,                  0.5,                    7,200.00,0.00,0.00,0.0000,0.0000
averages: ,                 0.75,                  0.5,                    7,200.00,0.20,0.27,0.1239,0.0042
standard deviations: ,                 0.75,                  0.5,                    7,0.00,0.40,0.57,0.2481,0.0156
*********************Job Settings*********************
                 setUnaffiliatedFraction :	,0.75
                        setGreenFraction :	,0.5
                       setIdeologyIssues :	,5
 job ID, setUnaffiliatedFraction, setGreenFraction, setIdeologyIssues, proposals, laws count, provisions, satisfaction, total change
 30,                 0.75,                  0.5,                    5,200.00,0.00,0.00,0.0000,0.0000
 30,                 0.75,                  0.5,                    5,200.00,0.00,0.00,0.0000,0.0000
 30,                 0.75,                  0.5,                    5,200.00,0.00,0.00,0.0000,0.0000
 30,                 0.75,                  0.5,                    5,200.00,0.00,0.00,0.0000,0.0000
 30,                 0.75,                  0.5,                    5,200.00,0.00,0.00,0.0000,0.0000
 30,                 0.75,                  0.5,                    5,200.00,0.00,0.00,0.0000,0.0000
 30,                 0.75,                  0.5,                    5,200.00,0.00,0.00,0.0000,0.0000
 30,                 0.75,                  0.5,                    5,200.00,0.00,0.00,0.0000,0.0000
 30,                 0.75,                  0.5,                    5,200.00,0.00,0.00,0.0000,0.0000
 30,                 0.75,                  0.5,                    5,200.00,0.00,0.00,0.0000,0.0000
 30,                 0.75,                  0.5,                    5,200.00,0.00,0.00,0.0000,0.0000
 30,                 0.75,                  0.5,                    5,200.00,0.00,0.00,0.0000,0.0000
 30,                 0.75,                  0.5,                    5,200.00,0.00,0.00,0.0000,0.0000
 30,                 0.75,                  0.5,                    5,200.00,0.00,0.00,0.0000,0.0000
 30,                 0.75,                  0.5,                    5,200.00,0.00,0.00,0.0000,0.0000
averages: ,                 0.75,                  0.5,                    5,200.00,0.00,0.00,0.0000,0.0000
standard deviations: ,                 0.75,                  0.5,                    5,0.00,0.00,0.00,0.0000,0.0000
*********************Job Settings*********************
                 setUnaffiliatedFraction :	,0.75
                        setGreenFraction :	,0.75
                       setIdeologyIssues :	,10
 job ID, setUnaffiliatedFraction, setGreenFraction, setIdeologyIssues, proposals, laws count, provisions, satisfaction, total change
 31,                 0.75,                 0.75,                   10,200.00,0.00,0.00,0.0000,0.0000
 31,                 0.75,                 0.75,                   10,200.00,0.00,0.00,0.0000,0.0000
 31,                 0.75,                 0.75,                   10,200.00,0.00,0.00,0.0000,0.0000
 31,                 0.75,                 0.75,                   10,200.00,0.00,0.00,0.0000,0.0000
 31,                 0.75,                 0.75,                   10,200.00,0.00,0.00,0.0000,0.0000
 31,                 0.75,                 0.75,                   10,200.00,0.00,0.00,0.0000,0.0000
 31,                 0.75,                 0.75,                   10,200.00,0.00,0.00,0.0000,0.0000
 31,                 0.75,                 0.75,                   10,200.00,0.00,0.00,0.0000,0.0000
 31,                 0.75,                 0.75,                   10,200.00,0.00,0.00,0.0000,0.0000
 31,                 0.75,                 0.75,                   10,200.00,1.00,1.00,0.6138,0.0000
 31,                 0.75,                 0.75,                   10,200.00,0.00,0.00,0.0000,0.0000
 31,                 0.75,                 0.75,                   10,200.00,1.00,1.00,0.6600,0.0000
 31,                 0.75,                 0.75,                   10,200.00,0.00,0.00,0.0000,0.0000
 31,                 0.75,                 0.75,                   10,200.00,0.00,0.00,0.0000,0.0000
 31,                 0.75,                 0.75,                   10,200.00,0.00,0.00,0.0000,0.0000
averages: ,                 0.75,                 0.75,                   10,200.00,0.13,0.13,0.0849,0.0000
standard deviations: ,                 0.75,                 0.75,                   10,0.00,0.34,0.34,0.2167,0.0000
*********************Job Settings*********************
                 setUnaffiliatedFraction :	,0.75
                        setGreenFraction :	,0.75
                       setIdeologyIssues :	,7
 job ID, setUnaffiliatedFraction, setGreenFraction, setIdeologyIssues, proposals, laws count, provisions, satisfaction, total change
 32,                 0.75,                 0.75,                    7,200.00,1.00,1.00,0.6331,0.0000
 32,                 0.75,                 0.75,                    7,200.00,0.00,0.00,0.0000,0.0000
 32,                 0.75,                 0.75,                    7,200.00,0.00,0.00,0.0000,0.0000
 32,                 0.75,                 0.75,                    7,200.00,0.00,0.00,0.0000,0.0000
 32,                 0.75,                 0.75,                    7,200.00,0.00,0.00,0.0000,0.0000
 32,                 0.75,                 0.75,                    7,200.00,0.00,0.00,0.0000,0.0000
 32,                 0.75,                 0.75,                    7,200.00,0.00,0.00,0.0000,0.0000
 32,                 0.75,                 0.75,                    7,200.00,0.00,0.00,0.0000,0.0000
 32,                 0.75,                 0.75,                    7,200.00,0.00,0.00,0.0000,0.0000
 32,                 0.75,                 0.75,                    7,200.00,0.00,0.00,0.0000,0.0000
 32,                 0.75,                 0.75,                    7,200.00,0.00,0.00,0.0000,0.0000
 32,                 0.75,                 0.75,                    7,200.00,0.00,0.00,0.0000,0.0000
 32,                 0.75,                 0.75,                    7,200.00,0.00,0.00,0.0000,0.0000
 32,                 0.75,                 0.75,                    7,200.00,0.00,0.00,0.0000,0.0000
 32,                 0.75,                 0.75,                    7,200.00,0.00,0.00,0.0000,0.0000
averages: ,                 0.75,                 0.75,                    7,200.00,0.07,0.07,0.0422,0.0000
standard deviations: ,                 0.75,                 0.75,                    7,0.00,0.25,0.25,0.1579,0.0000
*********************Job Settings*********************
                 setUnaffiliatedFraction :	,0.75
                        setGreenFraction :	,0.75
                       setIdeologyIssues :	,5
 job ID, setUnaffiliatedFraction, setGreenFraction, setIdeologyIssues, proposals, laws count, provisions, satisfaction, total change
 33,                 0.75,                 0.75,                    5,200.00,0.00,0.00,0.0000,0.0000
 33,                 0.75,                 0.75,                    5,200.00,1.00,2.00,0.6483,0.0000
 33,                 0.75,                 0.75,                    5,200.00,0.00,0.00,0.0000,0.0000
 33,                 0.75,                 0.75,                    5,200.00,0.00,0.00,0.0000,0.0000
 33,                 0.75,                 0.75,                    5,200.00,0.00,0.00,0.0000,0.0000
 33,                 0.75,                 0.75,                    5,200.00,0.00,0.00,0.0000,0.0000
 33,                 0.75,                 0.75,                    5,200.00,0.00,0.00,0.0000,0.0000
 33,                 0.75,                 0.75,                    5,200.00,0.00,0.00,0.0000,0.0000
 33,                 0.75,                 0.75,                    5,200.00,0.00,0.00,0.0000,0.0000
 33,                 0.75,                 0.75,                    5,200.00,0.00,0.00,0.0000,0.0000
 33,                 0.75,                 0.75,                    5,200.00,0.00,0.00,0.0000,0.0000
